Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
45,190,RH,71.1,2076,Pave,,Reg,HLS,NoSeWa,Corner,Gtl,NoRidge,RRNe,Feedr,Duplex,1.5Fin,1,5,1990,2010,Mansard,CompShg,Plywood,Plywood,BrkFace,8.1,Gd,Fa,BrkTil,Gd,TA,No,Unf,527.6,,50.9,104.3,682.8,Grav,Fa,Y,Mix,1263.4,695.9,3.3,1965.0,1,1,2,1,5,1,Ex,4,Sal,1,TA,Attchd,1991.0,,3,683.5,Gd,,Y,64.1,10.6,30.3,29.0,75.4,0.0,MnPrv,Shed,298.5,10,2011,WD,AdjLand,764855.0
46,180,RL,120.9,1821,Pave,,Reg,Low,AllPub,FR2,Sev,Veenker,PosN,RRNn,TwnhsE,SFoyer,5,4,1884,1907,Gambrel,Membran,Wd Sdng,Wd Sdng,None,83.1,Gd,Fa,CBlock,Fa,Ex,Av,,220.8,,144.0,104.8,469.6,OthW,Fa,Y,SBrkr,780.7,532.7,23.2,1357.2,2,0,0,1,5,2,TA,2,Maj2,0,,Detchd,1904.0,RFn,2,410.1,,TA,Y,24.8,21.8,33.0,11.8,8.9,0.0,,,0.0,11,2006,WD,AdjLand,783686.0
47,180,RL,64.0,1735,Grvl,,Reg,HLS,ELO,CulDSac,Mod,ClearCr,RRNn,RRAe,Duplex,1Story,7,2,1935,1968,Flat,WdShake,VinylSd,VinylSd,Stone,104.8,Ex,Ex,CBlock,,Gd,No,GLQ,73.7,,35.9,295.0,404.6,OthW,Po,Y,FuseF,471.8,719.6,20.7,1262.6,0,0,3,1,0,0,TA,4,Typ,1,Gd,Attchd,1954.0,RFn,3,454.8,Gd,TA,Y,21.4,14.0,35.0,32.2,25.5,0.0,,,0.0,3,2007,WD,Partial,894042.0
48,190,FV,63.7,4633,Pave,,Reg,Low,ELO,CulDSac,Mod,CollgCr,RRNe,RRNn,TwnhsE,1.5Unf,5,2,2012,2047,Gable,WdShake,Plywood,Plywood,BrkFace,36.4,Gd,Gd,BrkTil,,,Mn,ALQ,11.4,,7.2,262.9,281.5,GasW,Ex,Y,SBrkr,1058.3,772.6,14.7,1864.7,1,0,2,1,4,1,Gd,5,Mod,0,,CarPort,2014.0,RFn,3,407.5,Gd,Ex,Y,104.6,15.9,65.0,70.9,16.0,0.0,,Othr,123.2,10,2007,WD,Abnorml,1085017.0
49,180,RL,96.6,7396,Pave,,IR1,Lvl,AllPub,FR3,Mod,SawyerW,PosA,Artery,1Fam,SLvl,3,7,1984,2010,Gambrel,Metal,VinylSd,VinylSd,BrkFace,48.5,Ex,Ex,PConc,,Ex,,,86.5,,78.2,32.8,197.5,Floor,Fa,Y,SBrkr,1008.4,0.0,18.3,1046.9,2,0,3,0,3,1,Po,7,Sev,0,TA,BuiltIn,1985.0,,4,695.6,,TA,Y,193.7,103.4,23.0,38.6,35.7,0.0,,,0.0,12,2009,CWD,Alloca,532402.0
50,40,RL,85.2,4284,Pave,,IR1,HLS,AllPub,FR3,Sev,CollgCr,RRAe,RRAn,TwnhsE,2.5Fin,7,7,1950,1988,Shed,Roll,AsbShng,AsbShng,BrkFace,17.7,Ex,Po,BrkTil,Gd,Po,Gd,LwQ,41.2,,4.6,141.9,187.7,GasA,Fa,Y,SBrkr,618.7,880.0,7.9,1529.9,0,0,2,0,3,0,TA,12,Min2,1,Gd,Attchd,1973.0,RFn,2,338.7,,Gd,P,30.2,20.7,22.4,8.0,42.7,0.0,,,0.0,12,2006,WD,Alloca,1057079.0
51,120,RL,95.6,882,Pave,,Reg,HLS,AllPub,Corner,Sev,NAmes,RRAe,Artery,Twnhs,1.5Fin,1,4,1889,1905,Mansard,WdShake,Plywood,Plywood,BrkFace,36.8,Po,Po,BrkTil,Gd,Gd,,LwQ,353.1,,285.9,125.0,764.0,Grav,Fa,Y,FuseA,632.0,6.4,29.4,649.4,2,1,0,0,2,0,Ex,5,Typ,1,,Attchd,1899.0,RFn,2,546.5,Po,TA,P,27.4,9.6,7.5,7.6,35.2,0.0,,,0.0,8,2007,WD,Alloca,262076.0
52,70,RL,72.3,4552,Pave,,IR1,Bnk,NoSeWa,FR2,Sev,NridgHt,PosN,PosA,TwnhsE,1.5Fin,1,4,1875,1899,Mansard,WdShake,VinylSd,VinylSd,BrkFace,0.3,Gd,TA,BrkTil,,Fa,Mn,Unf,687.6,,143.1,493.2,1323.9,Floor,Fa,Y,SBrkr,1181.9,880.5,9.3,2115.9,1,0,0,1,5,0,Gd,4,Sal,1,Ex,Detchd,1878.0,Unf,1,187.1,Gd,TA,Y,50.2,53.1,2.4,16.8,63.0,0.0,,,0.0,3,2011,WD,Alloca,817832.0
53,45,RL,76.3,2468,Pave,,Reg,Bnk,AllPub,CulDSac,Gtl,CollgCr,RRAe,Artery,TwnhsE,2.5Fin,2,4,1948,1985,Gable,Tar&Grv,Wd Sdng,Wd Sdng,,,Gd,Ex,BrkTil,Gd,Ex,No,Rec,459.2,ALQ,51.7,243.8,754.7,Floor,Gd,Y,SBrkr,394.9,839.6,4.7,1248.2,1,0,3,1,4,0,TA,9,Min2,1,Gd,Attchd,1973.0,RFn,2,355.2,Ex,Fa,Y,238.3,34.4,20.3,58.2,42.1,0.0,GdPrv,,0.0,6,2011,WD,AdjLand,566265.0
54,80,RL,108.0,1848,Pave,,Reg,HLS,NoSeWa,CulDSac,Sev,Edwards,PosA,RRNn,Twnhs,1Story,1,2,1994,2014,Mansard,ClyTile,VinylSd,VinylSd,BrkFace,67.3,Po,Ex,Stone,TA,Ex,Av,BLQ,74.4,,86.8,38.4,199.6,Grav,TA,Y,SBrkr,1067.5,1168.5,9.5,2283.6,1,1,3,1,5,0,Gd,6,Mod,2,,Detchd,2007.0,RFn,1,267.7,Gd,,Y,183.9,55.9,27.9,5.7,13.5,0.0,,,0.0,11,2008,WD,AdjLand,842256.0
55,40,RM,53.3,1376,Pave,,Reg,HLS,AllPub,Corner,Gtl,NridgHt,RRNn,RRNe,TwnhsE,2.5Fin,9,9,2014,2017,Gable,Roll,MetalSd,MetalSd,,0.0,Po,TA,Slab,TA,Gd,Mn,GLQ,161.1,ALQ,185.5,83.5,430.1,Floor,Gd,Y,FuseA,805.7,255.2,18.3,1083.9,0,0,1,0,1,2,Gd,4,Min2,2,,Attchd,2043.0,Unf,1,281.0,,TA,Y,10.4,2.6,65.9,19.6,32.0,0.0,,,0.0,2,2007,WD,Normal,875329.0
56,50,RL,,1845,Pave,,Reg,HLS,AllPub,FR2,Gtl,NWAmes,RRNn,Feedr,2fmCon,2.5Fin,4,1,1989,2013,Flat,Metal,Plywood,Plywood,BrkFace,60.0,Gd,TA,PConc,Po,Gd,Mn,Rec,200.1,,173.2,143.2,516.5,Floor,Fa,Y,Mix,1067.9,205.2,47.7,1320.8,1,0,1,1,2,0,Ex,5,Sal,1,,Attchd,2002.0,RFn,2,300.2,,Gd,Y,35.2,37.0,73.4,53.8,11.0,0.0,,,0.0,9,2007,WD,Family,702938.0
57,40,RL,86.0,1884,Pave,,Reg,Low,NoSeWa,Corner,Gtl,Veenker,RRNn,Artery,Duplex,SFoyer,7,8,1895,1924,Gable,Membran,BrkFace,BrkFace,BrkFace,47.7,Gd,Fa,Wood,TA,TA,Gd,ALQ,377.8,BLQ,101.2,254.4,733.4,Grav,Ex,Y,SBrkr,1196.5,1042.9,18.0,2293.1,2,1,1,1,4,1,Ex,5,Maj1,3,TA,Attchd,1904.0,,1,125.4,,TA,Y,17.0,24.6,23.0,60.8,35.4,0.0,,,0.0,7,2010,WD,Normal,1524790.0
58,70,RM,66.1,1157,Pave,,IR1,Lvl,NoSeWa,Inside,Sev,IDOTRR,Feedr,PosA,Duplex,1.5Unf,5,6,1891,1923,Hip,CompShg,VinylSd,VinylSd,None,51.9,Ex,Fa,PConc,,Gd,Gd,Unf,614.3,,42.7,272.7,929.7,GasW,Gd,Y,SBrkr,637.7,0.0,5.1,698.0,0,1,2,0,1,2,Fa,13,Typ,3,,,,RFn,0,0.0,TA,TA,Y,37.9,18.5,5.5,3.6,37.3,0.0,,,0.0,8,2007,WD,Partial,441995.0
59,50,RL,58.6,1886,Grvl,,Reg,Bnk,AllPub,CulDSac,Gtl,OldTown,Feedr,RRAn,1Fam,2.5Fin,7,7,1933,1971,Mansard,Membran,CmentBd,CmentBd,,0.0,TA,Po,CBlock,,TA,Av,Unf,206.5,,106.6,230.1,543.2,OthW,Po,Y,SBrkr,557.9,130.7,0.8,715.2,1,0,3,1,0,1,TA,4,Maj2,2,,Attchd,1936.0,RFn,1,187.6,Ex,Gd,Y,108.9,84.2,55.4,29.4,21.8,0.0,,,0.0,11,2006,ConLD,Family,515635.0
60,80,C (all),,5392,Pave,,Reg,Lvl,AllPub,Corner,Sev,BrDale,Feedr,PosA,1Fam,SLvl,7,5,1927,1952,Mansard,Metal,Plywood,Plywood,None,49.6,Ex,Gd,Stone,TA,Gd,Av,Unf,607.8,GLQ,118.8,168.5,895.1,GasA,TA,N,SBrkr,1339.9,0.0,13.0,1375.9,1,1,1,0,0,2,Gd,10,Maj2,0,TA,Detchd,1951.0,Unf,0,0.0,Gd,,Y,55.1,18.3,21.4,20.2,67.9,0.0,,,0.0,12,2010,CWD,Partial,952558.0
61,70,RL,96.7,8357,Pave,,Reg,Bnk,AllPub,Corner,Sev,Timber,Feedr,Feedr,Twnhs,SFoyer,1,6,1906,1930,Shed,Tar&Grv,HdBoard,HdBoard,BrkFace,95.4,Fa,Po,CBlock,TA,TA,No,ALQ,720.8,LwQ,8.4,179.6,908.8,Grav,Ex,Y,FuseF,882.8,0.0,19.8,932.0,0,0,3,0,1,0,Fa,5,Typ,1,,CarPort,1912.0,,2,524.6,Ex,TA,Y,175.3,2.2,7.4,6.2,37.6,0.0,,,0.0,11,2006,WD,Family,413720.0
62,30,RL,67.2,919,Pave,,IR1,Bnk,ELO,Inside,Gtl,IDOTRR,RRAe,RRAe,2fmCon,SLvl,1,6,1947,1962,Gambrel,CompShg,Plywood,Plywood,BrkFace,46.0,Fa,Ex,PConc,Ex,Gd,Gd,ALQ,230.0,,88.0,180.7,498.7,Wall,Gd,Y,SBrkr,998.3,0.0,43.6,1044.1,1,1,1,1,2,2,Ex,9,Min1,2,,Attchd,1956.0,Unf,0,0.0,Gd,Gd,Y,123.2,97.1,28.7,37.0,24.8,341.1,,,0.0,2,2010,WD,AdjLand,430649.0
63,45,RM,66.6,6623,Pave,,Reg,Bnk,AllPub,FR3,Gtl,OldTown,RRAn,Norm,1Fam,1Story,3,9,1990,2013,Hip,Membran,CmentBd,CmentBd,,0.0,TA,Gd,PConc,Ex,TA,Av,Unf,224.9,,154.9,67.4,447.2,Floor,TA,Y,SBrkr,1173.2,815.1,4.2,2024.3,2,0,3,1,1,1,Po,10,Sev,3,Gd,Detchd,1992.0,RFn,0,0.0,Gd,Gd,Y,119.7,39.9,49.8,20.6,36.0,0.0,,,0.0,10,2010,WD,Alloca,990116.0
64,80,RL,57.0,3395,Pave,,Reg,HLS,NoSeWa,CulDSac,Gtl,Sawyer,RRAe,RRAn,Duplex,1.5Fin,10,4,1897,1901,Gambrel,Roll,BrkFace,BrkFace,,0.0,Po,Fa,Wood,TA,TA,Mn,LwQ,227.9,Unf,95.5,190.8,514.2,GasA,Gd,Y,SBrkr,611.6,0.0,23.1,669.2,0,1,3,1,5,2,Gd,8,Maj2,1,Fa,Attchd,1901.0,Unf,0,0.0,Gd,Po,Y,80.6,4.8,67.7,0.9,14.0,0.0,,,0.0,4,2010,WD,Abnorml,573840.0
65,120,RL,64.1,1415,Pave,,Reg,Bnk,ELO,Corner,Sev,ClearCr,RRAn,RRNn,1Fam,SLvl,2,5,1918,1956,Gable,Roll,HdBoard,HdBoard,BrkFace,73.4,Fa,TA,Wood,TA,Gd,,Rec,312.5,,24.7,113.4,450.6,GasA,Po,Y,SBrkr,1170.6,568.9,6.9,1745.0,2,1,1,0,4,2,Po,4,Maj2,0,Ex,Attchd,1921.0,RFn,0,0.0,Gd,TA,Y,22.3,13.3,35.4,15.7,31.4,0.0,,,0.0,8,2009,WD,AdjLand,749480.0
66,180,RL,91.7,2850,Pave,,IR1,Lvl,NoSeWa,CulDSac,Sev,Crawfor,RRAe,Norm,1Fam,1.5Fin,7,4,1936,1948,Flat,CompShg,VinylSd,VinylSd,,0.0,Po,TA,CBlock,TA,Gd,Av,GLQ,228.4,,79.7,47.9,356.0,Grav,Fa,Y,SBrkr,1092.0,619.3,5.2,1817.9,2,0,2,0,5,0,Po,2,Sal,0,TA,Attchd,1952.0,RFn,0,0.0,TA,Gd,Y,131.0,27.4,12.4,16.8,50.0,0.0,MnPrv,,0.0,12,2010,WD,Abnorml,1251563.0
67,30,RL,71.6,5203,Pave,,Reg,Bnk,ELO,FR3,Gtl,Timber,PosA,PosA,TwnhsE,2Story,3,1,1972,2001,Shed,CompShg,MetalSd,MetalSd,BrkFace,21.5,Po,Po,Slab,Ex,TA,,Unf,476.8,Unf,188.2,562.7,1227.7,Wall,Po,Y,SBrkr,1341.0,0.0,16.7,1343.0,1,0,1,0,5,1,Gd,10,Sev,3,,Attchd,1991.0,Unf,0,0.0,TA,TA,Y,24.4,51.3,31.0,46.4,63.5,0.0,GdPrv,,0.0,9,2009,New,Normal,686666.0
68,85,RM,53.9,3901,Pave,Grvl,IR1,Lvl,ELO,Corner,Gtl,Edwards,Norm,PosA,1Fam,2Story,7,6,1995,2001,Mansard,CompShg,Plywood,Plywood,Stone,7.2,Ex,Ex,CBlock,TA,Fa,Av,Rec,9.8,BLQ,128.4,246.7,384.9,Wall,Fa,Y,SBrkr,1335.8,614.1,37.1,1978.7,0,1,3,1,1,2,Fa,5,Maj1,3,Gd,Attchd,2024.0,RFn,3,472.9,Gd,Ex,Y,85.1,68.4,1.7,24.1,17.5,0.0,,,0.0,4,2011,WD,Alloca,1342985.0
69,80,RL,75.2,1060,Pave,,Reg,Bnk,NoSeWa,Inside,Mod,BrkSide,Norm,PosA,Twnhs,1.5Unf,9,5,1962,1978,Flat,WdShake,MetalSd,MetalSd,,0.0,Po,Ex,Slab,TA,,Mn,ALQ,193.1,,66.3,202.0,461.4,GasW,TA,Y,SBrkr,919.0,45.0,2.0,1010.4,1,0,0,0,4,1,Fa,4,Min2,1,,Detchd,1984.0,RFn,1,138.8,Gd,TA,Y,56.4,30.0,29.3,13.8,40.2,0.0,,Shed,146.2,6,2008,WD,Normal,785470.0
70,85,RL,91.0,3688,Pave,,IR1,Bnk,ELO,CulDSac,Gtl,BrkSide,Feedr,Norm,Duplex,1Story,1,4,1956,1982,Gable,Metal,CmentBd,CmentBd,BrkFace,10.1,TA,TA,Slab,Fa,TA,Gd,Unf,365.8,Unf,108.7,144.3,618.8,Wall,Gd,Y,SBrkr,1125.9,902.6,30.0,2112.0,2,0,2,1,4,2,Gd,13,Sal,2,Gd,Attchd,1966.0,RFn,0,0.0,TA,TA,Y,42.7,20.1,3.0,12.5,17.4,0.0,,,0.0,5,2007,WD,Alloca,809372.0
71,50,RL,58.8,6109,Pave,,Reg,HLS,NoSeWa,Inside,Mod,SawyerW,Norm,Artery,Twnhs,1.5Unf,3,6,1956,1990,Gable,Roll,HdBoard,HdBoard,Stone,74.0,Ex,Po,BrkTil,TA,Gd,No,ALQ,474.0,,95.4,309.5,878.9,OthW,Gd,Y,SBrkr,913.4,1019.6,19.1,1942.4,1,0,2,0,0,1,TA,8,Min1,1,Ex,Attchd,1960.0,Fin,4,856.6,Ex,Ex,Y,1.6,59.4,1.8,54.3,1.1,199.3,,,0.0,6,2010,WD,AdjLand,950368.0
72,30,RM,43.4,5506,Grvl,,Reg,Lvl,AllPub,FR3,Mod,Somerst,Artery,Feedr,Twnhs,1Story,6,5,1924,1928,Hip,Roll,BrkFace,BrkFace,None,30.4,TA,Po,PConc,TA,Gd,Gd,Rec,739.1,,166.4,25.7,931.2,Grav,Po,Y,FuseA,943.6,0.0,10.1,1004.2,1,1,0,0,4,1,Po,14,Min2,1,,Attchd,1952.0,RFn,0,0.0,Fa,Ex,Y,106.5,40.9,24.9,10.4,1.9,0.0,,,0.0,12,2008,WD,Abnorml,662795.0
73,45,RL,113.8,2928,Pave,Pave,Reg,Bnk,ELO,FR3,Sev,OldTown,PosN,RRAn,2fmCon,2.5Unf,9,3,2008,2012,Gambrel,Metal,HdBoard,HdBoard,None,78.7,Po,Fa,BrkTil,TA,Fa,,BLQ,42.2,ALQ,53.3,153.1,248.6,GasA,Ex,Y,SBrkr,561.3,824.2,0.5,1494.6,2,0,1,0,3,1,Fa,11,Sal,0,Ex,Attchd,2019.0,Fin,2,219.5,TA,,Y,40.4,33.8,9.7,23.4,46.0,0.0,,,0.0,3,2006,WD,Alloca,1186263.0
74,120,FV,42.4,3794,Pave,,Reg,Bnk,NoSeWa,CulDSac,Sev,NridgHt,PosN,Feedr,TwnhsE,1Story,5,2,1882,1905,Mansard,Tar&Grv,BrkFace,BrkFace,None,12.6,Fa,Fa,PConc,Gd,TA,Av,Rec,169.6,,13.1,57.2,239.9,GasA,TA,Y,SBrkr,832.7,0.0,34.0,838.6,1,1,3,1,5,0,Gd,10,Maj1,1,Gd,Attchd,1910.0,RFn,3,600.6,Gd,Po,Y,47.0,30.9,38.7,1.4,66.8,0.0,,,0.0,5,2007,VWD,Family,491882.0
75,190,RL,62.8,3041,Pave,,Reg,Lvl,ELO,FR3,Mod,OldTown,Norm,RRAn,Twnhs,2Story,3,6,1997,2003,Mansard,Roll,Stucco,Stucco,BrkFace,16.9,Po,Fa,BrkTil,Ex,TA,No,,153.3,,86.8,308.2,548.3,Wall,Fa,N,SBrkr,361.6,0.0,5.2,403.3,2,0,1,1,0,0,Ex,8,Min1,2,TA,Attchd,2010.0,Unf,1,276.7,Gd,Gd,Y,143.5,50.7,31.1,54.9,110.7,0.0,MnPrv,,0.0,12,2011,WD,AdjLand,510640.42979601544
76,120,C (all),74.6,5295,Pave,,IR2,Bnk,NoSeWa,FR2,Mod,NAmes,PosN,RRAn,2fmCon,SLvl,8,4,1933,1939,Flat,Membran,BrkFace,BrkFace,None,19.4,TA,Gd,Slab,Fa,Gd,,BLQ,78.0,Unf,19.5,76.0,173.5,Floor,TA,Y,SBrkr,858.8,0.0,12.7,869.5,0,0,3,0,5,1,Ex,12,Sal,1,TA,Attchd,1954.0,RFn,0,0.0,Ex,Gd,Y,130.5,53.9,22.0,39.6,40.8,0.0,,,0.0,12,2008,WD,Partial,678872.0
77,70,RH,64.6,5510,Pave,,IR2,Low,AllPub,CulDSac,Gtl,Sawyer,RRAn,RRAe,Duplex,2.5Fin,5,3,1920,1933,Hip,Tar&Grv,MetalSd,MetalSd,None,61.0,Gd,Po,BrkTil,Gd,Ex,Gd,BLQ,53.8,,170.8,365.2,589.8,OthW,Po,Y,SBrkr,1296.0,0.0,18.7,1300.7,2,0,0,1,0,1,Gd,10,Sal,3,Fa,Attchd,1932.0,RFn,2,562.7,Ex,Gd,Y,140.0,9.6,23.8,17.2,48.7,0.0,,Gar2,549.8,11,2011,WD,AdjLand,762510.0
78,120,C (all),68.5,780,Pave,,IR1,HLS,AllPub,FR2,Mod,NoRidge,PosA,PosA,Duplex,2.5Fin,6,8,1945,1959,Shed,ClyTile,VinylSd,VinylSd,BrkFace,33.1,Gd,Po,Stone,TA,TA,Mn,BLQ,195.7,GLQ,69.8,185.1,450.6,GasW,Gd,Y,SBrkr,1133.4,667.8,5.3,1931.1,0,1,3,1,1,0,TA,8,Mod,1,TA,,,Unf,0,0.0,Gd,Gd,Y,61.8,122.7,5.6,14.1,36.9,0.0,,,0.0,7,2009,WD,Alloca,1237590.0
79,160,FV,81.5,6138,Pave,,Reg,Lvl,ELO,FR3,Gtl,MeadowV,PosN,PosN,2fmCon,2.5Fin,2,9,1891,1895,Gable,ClyTile,CmentBd,CmentBd,BrkFace,39.0,Fa,Fa,BrkTil,Po,Fa,Gd,Unf,254.3,,40.0,316.2,610.5,Wall,Fa,Y,SBrkr,933.7,685.8,5.2,1627.2,2,1,3,1,4,2,Ex,12,Typ,3,Ex,Detchd,1912.0,,2,372.8,,TA,Y,44.5,24.2,3.6,5.3,38.6,0.0,MnPrv,,0.0,4,2011,WD,Alloca,682197.0
80,75,RL,22.2,5074,Grvl,,Reg,HLS,ELO,CulDSac,Sev,Timber,PosA,Feedr,Twnhs,SFoyer,4,7,1929,1965,Hip,Membran,BrkFace,BrkFace,BrkFace,35.4,TA,TA,Wood,Po,TA,,ALQ,393.9,,179.6,260.0,833.5,OthW,Fa,Y,FuseF,839.4,702.8,5.8,1549.5,2,0,1,0,5,1,TA,9,Maj1,0,TA,Detchd,1940.0,RFn,1,207.2,,Fa,Y,47.0,6.2,8.1,14.4,11.1,0.0,,,0.0,5,2010,WD,Partial,837783.0
81,190,RL,44.7,2447,Pave,,Reg,Low,NoSeWa,FR2,Gtl,Somerst,Feedr,RRAe,Twnhs,2.5Fin,1,2,1999,2002,Mansard,CompShg,VinylSd,VinylSd,BrkFace,64.5,Fa,Fa,Wood,TA,Ex,Gd,Unf,240.3,GLQ,159.0,358.9,758.2,Grav,Fa,Y,SBrkr,737.9,0.0,21.9,769.0,1,1,3,0,1,1,Gd,9,Sal,0,Gd,BuiltIn,2005.0,Unf,1,233.2,Po,,P,101.2,72.9,2.9,32.2,22.6,0.0,,,0.0,6,2006,CWD,Partial,349417.0
82,40,RL,70.9,7263,Pave,,Reg,Low,NoSeWa,FR3,Sev,BrkSide,Norm,PosA,TwnhsE,1Story,4,8,1925,1954,Shed,Roll,Stucco,Stucco,,0.0,Ex,Gd,BrkTil,,Gd,No,ALQ,,GLQ,23.6,59.7,477.3,GasW,Fa,Y,SBrkr,624.4,561.8,40.7,1239.1,0,0,1,1,4,0,Gd,13,Sev,0,Gd,Basment,1925.0,Unf,4,595.7,Ex,Ex,Y,132.1,1.7,26.1,5.7,30.4,0.0,,,0.0,9,2010,WD,Normal,725021.0
83,180,RL,61.9,3043,Pave,Pave,IR2,Low,ELO,Corner,Mod,Mitchel,PosA,RRNe,TwnhsE,2.5Fin,1,5,1966,1985,Gambrel,Membran,Wd Sdng,Wd Sdng,BrkFace,11.8,Po,TA,BrkTil,Gd,Gd,No,Rec,322.8,Rec,170.1,335.8,828.7,OthW,TA,Y,SBrkr,1145.6,0.0,8.2,1187.1,2,1,1,0,0,2,Po,9,Maj1,0,,Attchd,1987.0,RFn,0,0.0,TA,Ex,Y,31.1,35.6,93.3,35.4,67.1,0.0,,,0.0,9,2007,WD,AdjLand,451159.0
84,20,RL,72.6,2118,Pave,,Reg,Lvl,NoSeWa,Corner,Mod,SawyerW,RRNe,RRNe,Duplex,SFoyer,4,7,1872,1897,Flat,Membran,BrkFace,BrkFace,BrkFace,40.3,Ex,Po,Stone,Fa,TA,,,93.3,Rec,115.9,79.4,288.6,Wall,TA,Y,SBrkr,439.5,875.4,1.0,1340.4,1,0,2,1,3,1,Gd,3,Sev,2,,Attchd,1880.0,RFn,0,0.0,TA,Gd,Y,39.3,3.4,12.4,27.6,15.4,0.0,,,0.0,9,2006,WD,Family,729246.0
85,45,RL,74.6,2471,Pave,,IR3,Low,NoSeWa,Inside,Mod,Somerst,Feedr,Artery,TwnhsE,SFoyer,2,5,1924,1932,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,19.2,Gd,Gd,PConc,Ex,Ex,Av,GLQ,37.3,,96.0,206.5,339.8,GasW,Po,N,SBrkr,432.6,831.0,46.7,1278.6,1,1,0,0,5,1,TA,3,Min2,0,,Attchd,1949.0,RFn,2,391.2,Gd,Gd,Y,98.7,10.4,3.7,15.8,4.7,353.8,GdWo,,0.0,1,2010,WD,Partial,563847.0
86,30,RL,27.7,3959,Pave,,Reg,Lvl,NoSeWa,Corner,Gtl,Gilbert,PosA,Norm,2fmCon,2Story,6,2,1953,1982,Gable,ClyTile,HdBoard,HdBoard,,0.0,Po,Gd,BrkTil,Po,Ex,,LwQ,416.7,,84.1,118.1,618.9,Floor,Gd,Y,SBrkr,1171.3,82.1,17.0,1279.8,0,0,1,1,0,1,Fa,3,Mod,1,,Detchd,1979.0,RFn,2,456.4,TA,TA,Y,117.8,34.7,10.0,6.2,24.2,0.0,GdPrv,,0.0,3,2010,WD,Partial,826078.0
87,75,RL,95.5,2842,Pave,,IR1,Lvl,ELO,FR2,Sev,Gilbert,Artery,RRNe,Duplex,2.5Unf,6,4,1897,1918,Gable,Tar&Grv,Stucco,Stucco,BrkFace,1.7,Ex,TA,PConc,,TA,Mn,,629.3,,165.0,10.7,805.0,Grav,Gd,Y,SBrkr,962.4,0.0,35.7,1021.9,1,1,0,1,2,1,Ex,8,Mod,0,,Attchd,1924.0,Unf,0,0.0,,TA,Y,42.1,68.0,0.3,18.3,6.6,0.0,GdWo,,0.0,2,2011,WD,Abnorml,671220.0
88,45,FV,60.0,2425,Pave,,Reg,Bnk,AllPub,Corner,Sev,BrDale,PosN,RRNn,Twnhs,SLvl,8,5,1993,2032,Gambrel,Membran,MetalSd,MetalSd,,0.0,Gd,Fa,Wood,TA,TA,,Unf,807.1,,88.1,66.0,961.2,Wall,TA,Y,SBrkr,913.4,0.0,21.3,954.6,1,0,2,0,1,0,Ex,9,Maj2,3,,Attchd,2013.0,RFn,2,321.0,TA,Gd,Y,89.8,69.1,0.2,32.8,1.3,0.0,MnPrv,Shed,96.6,6,2010,VWD,Family,731850.0
89,30,RL,52.7,2167,Pave,,IR2,Lvl,AllPub,CulDSac,Sev,Blmngtn,Artery,PosA,Duplex,2Story,9,6,1877,1906,Mansard,Roll,Plywood,Plywood,,0.0,Ex,Fa,CBlock,Gd,TA,,GLQ,487.1,,25.5,103.9,616.5,GasA,Po,Y,SBrkr,962.1,0.0,27.3,1029.8,2,0,1,1,3,2,Po,11,Maj1,3,,Basment,1899.0,RFn,1,190.5,TA,Gd,Y,10.5,69.0,3.4,17.8,9.2,0.0,,,0.0,9,2009,WD,Abnorml,1712747.9832563263
90,180,RM,74.2,5663,Pave,,Reg,Low,NoSeWa,CulDSac,Sev,Gilbert,RRAn,PosN,1Fam,1Story,8,5,1872,1891,Mansard,Tar&Grv,AsbShng,AsbShng,BrkFace,0.8,Po,Ex,Slab,Ex,Fa,Mn,Unf,591.5,,33.4,170.5,795.4,Grav,Ex,Y,SBrkr,1503.0,465.5,1.5,2001.3,0,0,0,1,1,2,Fa,2,Maj1,2,Gd,Attchd,1890.0,RFn,3,375.2,Ex,Gd,Y,13.9,8.5,47.4,33.4,26.6,0.0,,,0.0,2,2007,WD,Normal,1486385.0
